Verband,Regionalverband,Verein,Amtssprache,Besetzung
Schwyzer Kantonal Musikverband,,Jugendmusik Siebnen,DE,H
Société cantonale des musiques vaudoises,,Tambours SDIS-Malley Renens,FR,T/P
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Port,DE,H
Akkordeon Schweiz,,AC Altstätten Altstätten,DE,
Kompetenzzentum Militärmusik,,Mil Spiel Geb Inf Br 12 Militär 95529,DE,BB
Kompetenzzentum Militärmusik,,Mil Spiel Log Br 1 Militär 95537,DE,BB
Kompetenzzentum Militärmusik,,Mil Spiel Pz Br 11 Militär 95532,DE,H
Kompetenzzentum Militärmusik,,fanf br inf 2 militaire 95523,FR,H
Kompetenzzentum Militärmusik,,fanf FT ouest militaire 95528,FR,BB
Kompetenzzentum Militärmusik,,Swiss Army Brass Band Militär 58013,DE,BB
Kompetenzzentum Militärmusik,,Mil Spiel Ter Reg 4 Militär 95536,DE,H
Kompetenzzentum Militärmusik,,Mil Spiel LW Militär 95522,DE,H
Kompetenzzentum Militärmusik,,Mil Spiel Ter Reg 2 Militär 95534,DE,BB
Kompetenzzentum Militärmusik,,Swiss Army Concert Band Militär 58011,DE,H
Kompetenzzentum Militärmusik,,Swiss Army Central Band Militär 58012,DE,H
Kompetenzzentum Militärmusik,,Blasorchester Schweizer Armeespiel Militär 58010,DE,H
Kompetenzzentum Militärmusik,,fanf rég mil 1 militaire 95533,FR,BB
Kompetenzzentum Militärmusik,,Swiss Army Big Band Militär 58014,DE,H
Kompetenzzentum Militärmusik,,fanf br fant mont 9 militare 95527,IT,H
Kompetenzzentum Militärmusik,,fanf br bl 1 militaire 95531,FR,BB
Kompetenzzentum Militärmusik,,Mil Spiel HEER Nord Militär 95521,DE,H
Kompetenzzentum Militärmusik,,Mil Spiel HEER Ost Militär 95526,DE,H
Kompetenzzentum Militärmusik,,Mil Spiel Inf Br 4 Militär 95524,DE,H
Kompetenzzentum Militärmusik,,Mil Spiel Inf Br 5 Militär 95525,DE,H
Kompetenzzentum Militärmusik,,Mil Spiel Ter Reg 3 Militär 95535,DE,BB
Kompetenzzentum Militärmusik,,RS 16-1,DE,H
Kompetenzzentum Militärmusik,,RS 16-2,DE,H
Kompetenzzentum Militärmusik,,RS 16-3,DE,BB
Aargauischer Musikverband,,Brass Band Imperial B-Band Lenzburg,DE,BB
Akkordeon Schweiz,,AO Aadorf-Elgg Aadorf-Elgg,DE,
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Kadettenmusik Zug,DE,H
Bernischer Kantonal-Musikverband,,Veteranenmusik Alte Garde Biel-Seeland,DE,H
Aargauischer Musikverband,,Brass Hoppers Dottikon,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Brass Hoppers Dottikon,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jungmusik Montlingen-Eichenwies,DE,H
Christlicher Musikverband Schweiz,,CMS-Testverein Sulgen,DE,H
Schaffhauser Blasmusikverband,,United Brass Schaffhausen,DE,BB
Liechtensteiner Blasmusikverband,,Harmoniemusik Vaduz,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Hochdorf,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Seegemeinden Vitznau Weggis Greppen,DE,H
Bernischer Kantonal-Musikverband,,Veteranenmusik Bern-Mittelland,DE,H
Akkordeon Schweiz,,AO Rorschach Rorschach,DE,H
Solistenwettbewerbe,,Nordwestschweizerischer Solisten- und Ensemblewettbewerb 03_NSEW - Rheinfelden,DE,
Solistenwettbewerbe,,Ostschweizer Solisten- und Ensemblewettbewerb 02_OSEW - Sirnach,DE,
Solistenwettbewerbe,,Schweizerischer Solisten- und Ensembles-Wettbewerb 04_SSEW - Langenthal,DE,
Solistenwettbewerbe,,Concours cantonal fribourgeois de solistes 05_CCFS - Fribourg,FR,
Solistenwettbewerbe,,Bündnder Solo- und Ensemblewettbewerb 07_BSEW - Graubünden,DE,
Solistenwettbewerbe,,Concours jurassien pour solistes et ensembles 08_CJSE - Fontenais,FR,
Solistenwettbewerbe,,Luzerner Solo- und Ensemblewettbewerb 09_LSEW - Luzern,DE,
Solistenwettbewerbe,,Walliser Percussionisten- und Drummer Wettbewerb 15_WPDW - Brig,DE,
Solistenwettbewerbe,,Concorso giovani strumentisti 12_CGS - Tessin,IT,
Solistenwettbewerbe,,Championnat Valaisan Solistes Juniors & Quatuors 14_CVSJQ - Sion,FR,
Solistenwettbewerbe,,Finale vaudoise des solistes et petits ensembles 13_FVSPE - Waadt,FR,
Solistenwettbewerbe,,Schweizerischer Solo- und Quartettwettbewerb 01_SSQW - Schweiz,DE,
Solistenwettbewerbe,,Musikwettbewerb Laupersdorf 11_MWL - Laupersdorf,DE,
Solistenwettbewerbe,,Concours genevois de jeunes musicien-ne 06_CGJM - Genève,FR,
Solistenwettbewerbe,,Concours neuchâtelois des solistes et ensembles 10_CNSE - Neuchâtel,FR,
Spiel der Päpstlichen Garde (Vatikan) / Fanfare de la Garde Suisse Pontificale (Vatican),,Spiel der Päpstlichen Garde Vatikan,DE,H
Musikverband beider Basel,,Musikgesellschaft Langenbruck,DE,H
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band 43 Bulle,FR,BB
Akkordeon Schweiz,,HC Munot Schaffhausen Schaffhausen,,
Akkordeon Schweiz,,HC Schaan Schaan,,
Akkordeon Schweiz,,HO Herisau Herisau,,
Akkordeon Schweiz,,MT Bischofszell Bischofszell,,
Akkordeon Schweiz,,UDC Disentis Disentis,,
Akkordeon Schweiz,,AO Aarberg-Kallnach Aarberg-Kallnach,,
Akkordeon Schweiz,,AO Blau-Weiss Studen Studen,,
Akkordeon Schweiz,,AO Huttwil Huttwil,,
Akkordeon Schweiz,,Akkordeon Spielring Lyss Lyss,DE,
Akkordeon Schweiz,,Colorful Accordionists Herzogenbuchsee,DE,
Akkordeon Schweiz,,HC Bern Bern,DE,
Akkordeon Schweiz,,HC Biberist Biberist,,
Akkordeon Schweiz,,HO Kirchberg Kirchberg,,
Akkordeon Schweiz,,HO Solothurn Solothurn,,
Akkordeon Schweiz,,HO Steffisburg Steffisburg,,
Akkordeon Schweiz,,HS Burgdorf-Oberburg Burgdorf,DE,
Akkordeon Schweiz,,Sensaccordion Düdingen,,
Akkordeon Schweiz,,AO Ipsach Ipsach,DE,
Akkordeon Schweiz,,AO Thun Thun,,
Akkordeon Schweiz,,AO Basel-Allschwil Basel-Allschwil,,
Akkordeon Schweiz,,AO Binningen-Bottmigen Binningen,DE,
Akkordeon Schweiz,,AO Magden Magden,,
Akkordeon Schweiz,,AO Oberentfelden Oberentfelden,,
Akkordeon Schweiz,,AO Schönenwerd-Gretzenbach-Gösgen Schönenwerd,DE,
Akkordeon Schweiz,,HC Aarau Aarau,,
Akkordeon Schweiz,,HC Döttingen Döttingen,,
Akkordeon Schweiz,,HC Frick Frick,,
Akkordeon Schweiz,,HC Kölliken-Safenwil Kölliken,,
Akkordeon Schweiz,,HC Schafisheim Schafisheim,DE,
Akkordeon Schweiz,,HC Staffelbach Staffelbach,,
Akkordeon Schweiz,,HO Möhlin Möhlin,,
Akkordeon Schweiz,,Reg.AO Reinach Reinach,,
Akkordeon Schweiz,,VHS Küttigen Küttigen,,
Akkordeon Schweiz,,AC Aegerital Oberägeri,,
Akkordeon Schweiz,,AO Ebikon Ebikon,DE,
Akkordeon Schweiz,,AO Emmen Emmen,,
Akkordeon Schweiz,,AO Kriens Kriens,DE,H
Akkordeon Schweiz,,AO Luzern Luzern,DE,
Akkordeon Schweiz,,AO Reussbühl-Emmenbrücke Reussbühl-Emmenbrücke,,
Akkordeon Schweiz,,Akkordeon Orchester Risch Rotkreuz Rotkreuz,DE,H
Akkordeon Schweiz,,HC Root-Perlen Root,DE,
Akkordeon Schweiz,,Handorgelklub Obbürgen Obbürgen,DE,
Akkordeon Schweiz,,Reg. AO Schüpfheim Schüpfheim,DE,
Akkordeon Schweiz,,Swiss Accordion Origlio,IT,H
Akkordeon Schweiz,,Ver. HO Luzern Luzern,DE,H
Akkordeon Schweiz,,AO Adliswil Adliswil,,
Akkordeon Schweiz,,AO Bezirk Affoltern a/A Affoltern a/A,,
Akkordeon Schweiz,,AO Dielsdorf u. Umgebung Dielsdorf,DE,H
Akkordeon Schweiz,,AO Grüningen Grüningen,,
Akkordeon Schweiz,,AO Hinwil/Wald Hinwil,DE,
Akkordeon Schweiz,,AO Horgen Horgen,DE,H
Akkordeon Schweiz,,AO Kern Stäfa Stäfa,DE,
Akkordeon Schweiz,,AO March March,,
Akkordeon Schweiz,,AO Rüschlikon-Thalwil-Oberrieden Thalwil,,
Akkordeon Schweiz,,AO Rüti Rüti,DE,
Akkordeon Schweiz,,AO Schwamendingen Zürich,DE,
Akkordeon Schweiz,,AO Wädenswil Wädenswil,DE,
Akkordeon Schweiz,,AO Winterthur Winterthur,,
Akkordeon Schweiz,,AO Wollerau Wollerau,,
Akkordeon Schweiz,,AO Zürich-Altstetten Zürich,,
Akkordeon Schweiz,,HC Dübendorf Dübendorf,DE,
Akkordeon Schweiz,,HC Elsau Elsau,,
Akkordeon Schweiz,,HC Regensdorf u. Umgebung Regensdorf,,
Akkordeon Schweiz,,HC Stadt Zürich Zürich,DE,
Akkordeon Schweiz,,HC Zürich-Albisrieden Zürich,DE,
Akkordeon Schweiz,,Heinz HO Zürich-Oerlikon Zürich,,
Akkordeon Schweiz,,HO Kloten Kloten,DE,
Akkordeon Schweiz,,VWH Vereinigung Winterthurer Harmonikaspieler Winterthur,DE,
Société cantonale des musiques vaudoises,,Harmonie du Bourg Cossonay,FR,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Pieterlen,DE,H
Thurgauer Kantonal-Musikverband,,Veteranenmusik Thurgau,DE,H
Bernischer Kantonal-Musikverband,,Veteranenspiel Alte Garde Emmental Bern-Emmental,DE,H
Bernischer Kantonal-Musikverband,,Veteranenspiel Oberaargau Bern-Oberaargau,DE,H
Liechtensteiner Blasmusikverband,,Harmoniemusik Balzers,DE,H
St. Galler Blasmusikverband,,Veteranenspiel St.Gallen und Umgebung,DE,H
Société cantonale des musiques vaudoises,,Union Musicale de la Sécurité de Lausanne,FR,F/B
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Lötschental,DE,BB
