Verband,Regionalverband,Verein,Amtssprache,Besetzung
Appenzeller Blasmusikverband,,Musikgesellschaft Oberegg,DE,F/B
Appenzeller Blasmusikverband,,Musikgesellschaft Brass Band A-Band Rehetobel,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Musikgesellschaft Brass Band A-Band Rehetobel,DE,BB
Appenzeller Blasmusikverband,,Musikgesellschaft Reute,DE,H
Appenzeller Blasmusikverband,,Musikgesellschaft Schönengrund-Wald,DE,H
Appenzeller Blasmusikverband,,Musikgesellschaft Schwellbrunn,DE,H
Appenzeller Blasmusikverband,,Musikverein Speicher,DE,BB
Appenzeller Blasmusikverband,,Musikgesellschaft Stein,DE,BB
Appenzeller Blasmusikverband,,Harmoniemusik Teufen,DE,H
Appenzeller Blasmusikverband,,Brassband Musikgesellschaft Trogen,DE,BB
Appenzeller Blasmusikverband,,Musikverein Urnäsch,DE,F/B
Appenzeller Blasmusikverband,,Musikgesellschaft Wald,DE,BB
Appenzeller Blasmusikverband,,Musikgesellschaft Waldstatt,DE,H
Bernischer Kantonal-Musikverband,Mittleres Seeland,Musikgesellschaft Aarberg,DE,H
Bernischer Kantonal-Musikverband,Oberaargau,Musikgesellschaft Aarwangen,DE,H
Bernischer Kantonal-Musikverband,Oberland Kreis 6,Musikgesellschaft Adelboden,DE,F/B
Bernischer Kantonal-Musikverband,Oberland Kreis 2,Dorfmusik Aeschlen,DE,BB
Bernischer Kantonal-Musikverband,Mittelland Kreis A,Musikgesellschaft Albligen,DE,F/B
Bernischer Kantonal-Musikverband,Oberland Kreis 3,Musikgesellschaft Allmendingen/Thun,DE,H
Bernischer Kantonal-Musikverband,Oberland Kreis 3,Musikgesellschaft Amsoldingen,DE,F/B
Bernischer Kantonal-Musikverband,Unteres Seeland,Musikgesellschaft Arch,DE,H
Bernischer Kantonal-Musikverband,Oberaargau,Musikgesellschaft Attiswil,DE,H
Bernischer Kantonal-Musikverband,Seeland,Musikgesellschaft Baggwil-Lobsigen,DE,H
Bernischer Kantonal-Musikverband,Oberaargau,Musikgesellschaft Bannwil,DE,F/B
Bernischer Kantonal-Musikverband,Mittleres Seeland,Musikgesellschaft Bargen,DE,BB
Bernischer Kantonal-Musikverband,Amt Fraubrunne,Harmonie Bätterkinden,DE,H
Bernischer Kantonal-Musikverband,Amt Fraubrunne,Musikgesellschaft Bätterkinden,DE,H
Bernischer Kantonal-Musikverband,Oberland Kreis 2,Musikgesellschaft Beatenberg,DE,F/B
Bernischer Kantonal-Musikverband,Oberes Seeland,Musikgesellschaft Bellmund,DE,H
Bernischer Kantonal-Musikverband,Amt Seftigen,Musikgesellschaft Belp,DE,H
Bernischer Kantonal-Musikverband,Mittelland Kreis A,BernMobil Sound Bern,DE,H
Bernischer Kantonal-Musikverband,Mittelland Kreis B,Kavallerie Bereitermusik Bern,DE,H
Bernischer Kantonal-Musikverband,BKMV,Metallharmonie Bern,DE,H
Bernischer Kantonal-Musikverband,Mittelland Kreis A,Postmusik Bern,DE,H
Bernischer Kantonal-Musikverband,,Regional Brass Band Bern,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Regional Brass Band Bern,DE,BB
Bernischer Kantonal-Musikverband,,Sinfonisches Blasorchester SIBO Bern,DE,H
Bernischer Kantonal-Musikverband,,Spiel der Kantonspolizei Bern,DE,H
Bernischer Kantonal-Musikverband,,Stadtmusik Bern,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Bern-Bümpliz,DE,H
Bernischer Kantonal-Musikverband,,Brass Band Berner Oberland,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Berner Oberland,DE,BB
Bernischer Kantonal-Musikverband,,Stadtmusik Biel,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Biembach,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Biglen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Bleienbach,DE,H
Bernischer Kantonal-Musikverband,,Musikverein Bleiken,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Blumenstein,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Boltigen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Bönigen,DE,H
Bernischer Kantonal-Musikverband,,Dorfmusik/Spielgemeinschaft Bremgarten/Kirchlindach,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Brienz,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Brienzwiler,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Brügg,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Eintracht Büetigen,DE,H
Bernischer Kantonal-Musikverband,,Stadtmusik Büren a.A.,DE,H
Bernischer Kantonal-Musikverband,,Harmoniemusik der Stadt Burgdorf,DE,H
Bernischer Kantonal-Musikverband,,Stadtmusik Burgdorf,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Bützberg,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Därstetten,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Detligen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Dürrenroth,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Eggiwil,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Einigen,DE,H
Bernischer Kantonal-Musikverband,,Brass Band Emmental Oberburg,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Emmental Oberburg,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Eriswil,DE,BB
Bernischer Kantonal-Musikverband,,Musikverein Erlenbach-Diemtigtal,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Fahrni,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Farnern,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Ferenbalm,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Ferenberg,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Frauenkappelen,DE,H
Bernischer Kantonal-Musikverband,,Brass Band Frutigen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Frutigen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Gals,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft und Tambourengruppe Gerzensee Gerzensee,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Gondiswil,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Grasswil,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Grosshöchstetten,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Grünenmatt-Waldhaus,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Gstaad,DE,H
Bernischer Kantonal-Musikverband,,Brass Band Gunten / Hilterfingen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Gurzelen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Habstetten,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Hasle-Rüegsau,DE,H
Bernischer Kantonal-Musikverband,,Blasmusik Hasliberg,DE,H
Bernischer Kantonal-Musikverband,,Musikverein Heiligenschwendi,DE,BB
Bernischer Kantonal-Musikverband,,Feldmusik Heimenschwand,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Heimiswil-Kaltacker,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Herzogenbuchsee,DE,H
Bernischer Kantonal-Musikverband,,New Brass Hindelbank,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Hinterkappelen-Wohlen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Höfen,DE,BB
Bernischer Kantonal-Musikverband,,Stadtmusik Huttwil,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Inkwil,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Harmonie Ins,DE,H
Bernischer Kantonal-Musikverband,,Musikverein Interlaken Unterseen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Iseltwald,DE,F/B
Bernischer Kantonal-Musikverband,,Harmonie Ittigen-Papiermühle,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Jegenstorf,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Kallnach,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Kandersteg,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Kappelen-Werdt,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Kirchberg-Ersigen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Kirchlindach,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Köniz-Wabern,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Konolfingen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Koppigen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Krattigen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Krauchthal,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Landiswil,DE,H
Bernischer Kantonal-Musikverband,,Stadtmusik Langenthal,DE,H
Bernischer Kantonal-Musikverband,,Musikverein Langnau-Trubschachen,DE,H
Bernischer Kantonal-Musikverband,,Batterie-Fanfare L'Audacieuse Bienne,FR,F/B
Fédération Jurassienne de Musique,,Batterie-Fanfare L'Audacieuse Bienne,FR,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Laupen-Mühleberg,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Lauterbrunnen,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Leissigen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Lengnau,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Lenk,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Eintracht Leuzigen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Linden,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Lotzwil,DE,F/B
Bernischer Kantonal-Musikverband,,Brass Band Lützelflüh-Goldbach,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Lützelflüh-Goldbach,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Lyss,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Lyssach,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Madiswil,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Matten,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Meinisberg,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Meiringen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Melchnau,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Merligen,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Mett-Madretsch,DE,H
Bernischer Kantonal-Musikverband,,Musikverein Worb,DE,H
Bernischer Kantonal-Musikverband,,Brass Band Mittelhäusern,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Mörigen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Mühlethurnen,DE,H
Bernischer Kantonal-Musikverband,,Harmonie Münchenbuchsee,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Münchenbuchsee,DE,H
Bernischer Kantonal-Musikverband,,Brass Band Münsingen,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Münsingen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Harmonie Muri,DE,H
Bernischer Kantonal-Musikverband,,Mürren Musig Mürren,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft «Sternenberg» Neuenegg,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Niederbipp,DE,H
Bernischer Kantonal-Musikverband,,Brass Band Gürbetal Seftigen,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Gürbetal Seftigen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Niederscherli,DE,H
Bernischer Kantonal-Musikverband,,Oberaargauer Brass Band Langenthal,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Oberaargauer Brass Band Langenthal,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Oberbalm,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Oberbipp,DE,H
Bernischer Kantonal-Musikverband,,Musik Frohsinn Oberburg,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Musik Frohsinn Oberburg,DE,BB
Bernischer Kantonal-Musikverband,,Brass Band Oberdiessbach,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Oberhofen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Oberlangenegg,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Oberried,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Obersteckholz,DE,F/B
Bernischer Kantonal-Musikverband,,The West Side Band Oberwangen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Oberwil b. Büren,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Oberwil i.S.,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Oppligen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Orpund,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Ostermundigen,DE,H
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Thunerseebrass,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Constellation Brass Band Sion,FR,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Port,DE,H
Bernischer Kantonal-Musikverband,,Brass Band Rapperswil-Wierezwil,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Rapperswil-Wierezwil,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Reichenbach,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Reutigen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Riggisberg,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Rinderbach,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Ringgenberg,DE,H
Bernischer Kantonal-Musikverband,,Musikverein Ringoldswil,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Roggwil,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Rohrbach,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Röthenbach,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Rubigen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Rüderswil,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Rüeggisberg,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Rumisberg,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Rüschegg,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Rütschelen,DE,H
Bernischer Kantonal-Musikverband,,Brass Band Harmonie Saanen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Safnern,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Scheuren,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Schliern,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Schüpbach,DE,H
Bernischer Kantonal-Musikverband,,Brass Band Schüpfen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Harmonie Schwarzenburg,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Schwarzenegg,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Seftigen,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Siselen,DE,H
Bernischer Kantonal-Musikverband,,Musikverein Spiez,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft St. Stephan,DE,BB
Bernischer Kantonal-Musikverband,,Musikverein Steffisburg,DE,H
Bernischer Kantonal-Musikverband,,Feldmusik Strättligen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Suberg-Grossaffoltern,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Sumiswald,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Sutz-Lattrigen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Thierachern,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Thörigen,DE,H
Bernischer Kantonal-Musikverband,,Dorfmusik Thörishaus,DE,H
Bernischer Kantonal-Musikverband,,Musikverein Thun,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Toffen,DE,H
Fédération Jurassienne de Musique,,Tramusica Tramelan,FR,H
Bernischer Kantonal-Musikverband,,Musikverein Uetendorf,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Uettligen,DE,H
Akkordeon Schweiz,,Ostschweizer Regional Akkordeon Orchester ORO Amriswil,DE,
Bernischer Kantonal-Musikverband,,Musikgesellschaft Ursenbach,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Urtenen-Schönbühl,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Uttigen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Frohsinn Utzenstorf,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Utzigen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Wahlendorf,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Walkringen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Walliswil-Wangen,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Walperswil,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Regio Wi-Wa Wangen a.A.,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Wangenried,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Wasen i.E.,DE,H
Bernischer Kantonal-Musikverband,,MG Harmonie Wattenwil,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Wengen,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Wengi,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Wichtrach,DE,BB
Bernischer Kantonal-Musikverband,,Musikgesellschaft Wilderswil,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Wimmis,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Wolfisberg,DE,F/B
Bernischer Kantonal-Musikverband,,Musikgesellschaft Worben,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Wynau,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Wynigen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Wyssachen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Eintracht Zäziwil,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Zimmerwald-Niedermuhlern,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Zollbrück,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Zollikofen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Zweisimmen,DE,H
Bernischer Kantonal-Musikverband,,Musikgesellschaft Zwieselberg,DE,BB
Musikverband beider Basel,,Musikverein Aesch BL,DE,H
Musikverband beider Basel,,Musikverein Allschwil,DE,H
Musikverband beider Basel,,MG Concordia Allschwil,DE,H
Musikverband beider Basel,,Musikverein Arisdorf,DE,H
Musikverband beider Basel,,Musikverein Arlesheim,DE,H
Musikverband beider Basel,,Metallharmonie Binningen,DE,H
Musikverband beider Basel,,Musikkorps Birsfelden,DE,H
Musikverband beider Basel,,Musikverein Blauen,DE,BB
Musikverband beider Basel,,Musikverein Bottmingen,DE,H
Musikverband beider Basel,,Musikgemeinschaft Bretzwil-Lauwil,DE,H
Musikverband beider Basel,,Musikverein Brislach,DE,BB
Musikverband beider Basel,,Musikverein Bubendorf,DE,H
Musikverband beider Basel,,Musikverein Buckten,DE,BB
Musikverband beider Basel,,Musikgesellschaft Buus,DE,F/B
Musikverband beider Basel,,Musikverein Diegten,DE,H
Musikverband beider Basel,,Musikverein Duggingen,DE,BB
Musikverband beider Basel,,Musikverein Eptingen,DE,BB
Musikverband beider Basel,,Musikverein Ettingen,DE,H
Musikverband beider Basel,,Brass Band Frenkendorf,DE,BB
Musikverband beider Basel,,Brass Band MG Füllinsdorf,DE,BB
Musikverband beider Basel,,Musikverein Gelterkinden,DE,H
Musikverband beider Basel,,Musikverein Hölstein,DE,H
Musikverband beider Basel,,Musikverein Itingen,DE,H
Musikverband beider Basel,,Musikverein Lampenberg,DE,H
Akkordeon Schweiz,,HC Kreuzlingen Kreuzlingen,DE,
Musikverband beider Basel,,Stadtmusik Laufen,DE,H
Musikverband beider Basel,,Stadtharmonie Laufen,DE,H
Musikverband beider Basel,,Musikverein Lausen,DE,BB
Musikverband beider Basel,,MV Brass Band Liesberg,DE,BB
Musikverband beider Basel,,Regionale Jugendband Liestal,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Regionale Jugendband Liestal,DE,H
Musikverband beider Basel,,Stadtmusik Liestal,DE,H
Musikverband beider Basel,,Musikgesellschaft Lupsingen,DE,H
Musikverband beider Basel,,Musikverein Münchenstein,DE,H
Musikverband beider Basel,,Musikverein Muttenz,DE,H
Musikverband beider Basel,,Musikverein Niederdorf,DE,BB
Musikverband beider Basel,,Musikverein Oberdorf,DE,H
Musikverband beider Basel,,Celebration Brass Känerkinden,DE,BB
Musikverband beider Basel,,Musikverein Oberwil,DE,H
Musikverband beider Basel,,Musikverein Ormalingen,DE,H
Musikverband beider Basel,,Musikgesellschaft Pratteln,DE,H
Musikverband beider Basel,,Musikverein Reigoldswil,DE,H
Musikverband beider Basel,,Musikgesellschaft Konkordia Reinach,DE,H
Musikverband beider Basel,,MV Brass Band Röschenz,DE,BB
Musikverband beider Basel,,Musikverein Rünenberg,DE,BB
Musikverband beider Basel,,Musikverein Schönenbuch,DE,H
Musikverband beider Basel,,Musikgesellschaft Seltisberg,DE,H
Musikverband beider Basel,,Jugendmusik Regio Sissach,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Regio Sissach,DE,H
Musikverband beider Basel,,Musikverein Sissach,DE,H
Musikverband beider Basel,,Musikverein Tenniken,DE,H
Musikverband beider Basel,,MG Concordia Therwil,DE,H
Musikverband beider Basel,,Musikverein Wahlen,DE,BB
Musikverband beider Basel,,Musikverein Waldenburg,DE,BB
Musikverband beider Basel,,Musikverein Wintersingen,DE,H
Musikverband beider Basel,,Musikgesellschaft Ziefen,DE,BB
Musikverband beider Basel,,Musikverein Zunzgen,DE,H
Musikverband beider Basel,,BB Konkordia Zwingen,DE,BB
Fédération Jurassienne de Musique,,Fanfare L'Ancienne Alle,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Le Grütli Alle,FR,H
Fédération Jurassienne de Musique,,Fanfare de la police cantonale jurassienne Alle,FR,BB
Fédération Jurassienne de Musique,,FUnB Orchestra Bassecourt,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Municipale Bévilard,FR,F/B
Fédération Jurassienne de Musique,,Filarmonica La Concordia Bienne,FR,H
Fédération Jurassienne de Musique,,BigB UIB Jazz Orchestra Bienne,FR,H
Fédération Jurassienne de Musique,,Musique des Jeunes de Bienne,FR,H
Fédération Jurassienne de Musique,,Fanfare L'Avenir Boécourt,FR,F/B
Fédération Jurassienne de Musique,,Musique-Fanfare Les Bois,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Union Démocratique Boncourt,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Les Breuleux,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Union Buix,FR,F/B
Fédération Jurassienne de Musique,,Fanfare L'Amicale Bure,FR,F/B
Fédération Jurassienne de Musique,,Fanfare L'Espérance Chevenez,FR,BB
Fédération Jurassienne de Musique,,Ensemble de Cuivres la Covatte Coeuve,FR,BB
Fédération Jurassienne de Musique,,Les Echos du Val-Terbi Corban,FR,BB
Fédération Jurassienne de Musique,,Brass Band Corgémont,FR,BB
Fédération Jurassienne de Musique,,Fanfare L'Ancienne Cornol,FR,H
Fédération Jurassienne de Musique,,Fanfare de Courcelon,FR,BB
Fédération Jurassienne de Musique,,Fanfare L'Espérance Courfaivre,FR,F/B
Fédération Jurassienne de Musique,,Fanfare L'Ancienne Courgenay,FR,H
Fédération Jurassienne de Musique,,Point Jazz Band Courgenay,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Municipale Courrendlin,FR,H
Fédération Jurassienne de Musique,,Fanfare Union Instrumentale Courroux,FR,BB
Fédération Jurassienne de Musique,,Fanfare de Court,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Municipale Courtelary,FR,F/B
Fédération Jurassienne de Musique,,L'HARMONIE Courtemaîche Courtemaîche,FR,H
Fédération Jurassienne de Musique,,Fanfare de Courtételle,FR,H
Fédération Jurassienne de Musique,,Fanfare La Lyre Crémines,FR,F/B
Fédération Jurassienne de Musique,,Union Instrumentale Delémont Delémont,FR,H
Fédération Jurassienne de Musique,,Fanfare Municipale Delémont,FR,H
Fédération Jurassienne de Musique,,Fanfare L'Avenir Develier,FR,F/B
Fédération Jurassienne de Musique,,Fanfare la Montagnarde Epauvillers,FR,BB
Fédération Jurassienne de Musique,,Musique-Fanfare La Ferrière,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Fontenais-Villars,FR,BB
Fédération Jurassienne de Musique,,Fanfare Concordia-Liberté Glovelier,FR,F/B
Fédération Jurassienne de Musique,,Société de musique 'La Persévérance' Grandval,FR,BB
Fédération Jurassienne de Musique,,Fanfare de Lajoux,FR,F/B
Fédération Jurassienne de Musique,,Sté de Musique l'Espérance Lamboing,FR,F/B
Fédération Jurassienne de Musique,,Musique Fanfare Loveresse,FR,F/B
Fédération Jurassienne de Musique,,Fanfare de Malleray,FR,BB
Fédération Jurassienne de Musique,,Ensemble de Cuivres Concordia Mervelier,FR,BB
Fédération Jurassienne de Musique,,Fanfare de Montfaucon-Les Enfers,FR,BB
Fédération Jurassienne de Musique,,Fanfare de Montsevelier,FR,BB
Fédération Jurassienne de Musique,,Fanfare Echo du Bueberg Movelier,FR,BB
Fédération Jurassienne de Musique,,Fanfare Espérance Nods-Diesse,FR,BB
Fédération Jurassienne de Musique,,Fanfare Le Noirmont,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Municipale Perrefitte,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Union Péry,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Montagnarde Plagne,FR,F/B
Fédération Jurassienne de Musique,,Musique-Fanfare Les Pommerats,FR,BB
Fédération Jurassienne de Musique,,Ensemble de Cuivres Jurassien Porrentruy,FR,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Ensemble de Cuivres Jurassien Porrentruy,FR,BB
Fédération Jurassienne de Musique,,Fanfare Municipale Porrentruy,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Harmonie Prêles,FR,BB
Fédération Jurassienne de Musique,,Fanfare Municipale Reconvilier,FR,F/B
Fédération Jurassienne de Musique,,Musique-Fanfare Saignelégier,FR,BB
Fédération Jurassienne de Musique,,Fanfare L'Amitié Saulcy,FR,BB
